# t  J_up_x  J_up_y  J_dn_x  J_dn_y  J_spin_x  J_spin_y
335.038 2.51811e-07 9.80271e-08 -1.2113e-05 -5.10925e-07 1.23648e-05 6.08953e-07
337.575 1.16791e-06 3.89267e-08 -1.28812e-05 -5.16754e-07 1.40491e-05 5.5568e-07
340.113 1.59791e-06 -4.34349e-08 -1.31134e-05 -4.92036e-07 1.47113e-05 4.48601e-07
342.651 1.37534e-06 -7.83977e-08 -1.29288e-05 -4.40729e-07 1.43041e-05 3.62332e-07
345.188 7.94231e-07 -3.01063e-08 -1.27525e-05 -3.755e-07 1.35468e-05 3.45393e-07
347.726 2.88796e-07 6.45889e-08 -1.29169e-05 -3.10576e-07 1.32057e-05 3.75165e-07
350.263 1.33008e-07 1.28249e-07 -1.34339e-05 -2.58187e-07 1.35669e-05 3.86436e-07
352.801 3.6995e-07 1.08196e-07 -1.40862e-05 -2.27451e-07 1.44561e-05 3.35647e-07
355.338 8.71481e-07 1.40924e-08 -1.46173e-05 -2.2307e-07 1.54888e-05 2.37163e-07
357.876 1.39021e-06 -9.20835e-08 -1.4847e-05 -2.40625e-07 1.62372e-05 1.48541e-07
360.413 1.65382e-06 -1.35805e-07 -1.47529e-05 -2.58813e-07 1.64067e-05 1.23008e-07
362.951 1.54426e-06 -7.99431e-08 -1.45176e-05 -2.40423e-07 1.60618e-05 1.6048e-07
365.489 1.19508e-06 3.89041e-08 -1.44145e-05 -1.56815e-07 1.56096e-05 1.95719e-07
368.026 8.69033e-07 1.25596e-07 -1.45706e-05 -2.48258e-08 1.54396e-05 1.50422e-07
370.564 7.62053e-07 1.02003e-07 -1.48699e-05 8.72288e-08 1.56319e-05 1.47746e-08
373.101 9.28999e-07 -1.87354e-08 -1.51071e-05 1.10849e-07 1.60361e-05 -1.29585e-07
375.639 1.28752e-06 -1.38875e-07 -1.51684e-05 4.54915e-08 1.64559e-05 -1.84366e-07
378.176 1.61858e-06 -1.63744e-07 -1.50494e-05 -3.16782e-08 1.6668e-05 -1.32066e-07
380.714 1.67885e-06 -8.42206e-08 -1.48031e-05 -3.34681e-08 1.6482e-05 -5.07524e-08
383.251 1.45039e-06 2.25898e-08 -1.45362e-05 6.01688e-08 1.59866e-05 -3.7579e-08
385.789 1.21724e-06 6.64736e-08 -1.43657e-05 1.93435e-07 1.5583e-05 -1.26962e-07
388.327 1.261e-06 2.00352e-08 -1.42978e-05 2.9435e-07 1.55588e-05 -2.74315e-07
390.864 1.52015e-06 -6.63308e-08 -1.42088e-05 3.33572e-07 1.57289e-05 -3.99902e-07
