# mu freq sigma_L0 sigma_L1 sigma_L2 diff_L1 diff_L2
3.2 0.0349119 0.00362511 0.00401622 0.00394771 -0.00039111 -0.0003226
3.2 0.0352794 0.00313773 0.00333377 0.00348566 -0.00019604 -0.00034793
3.2 0.0356468 0.00369269 0.00398578 0.00412024 -0.00029309 -0.00042755
3.2 0.0360143 0.00333708 0.00380102 0.00381424 -0.00046394 -0.00047716
3.2 0.0363818 0.00402116 0.00443803 0.00465269 -0.00041687 -0.00063153
3.2 0.0367493 0.00372273 0.00408201 0.00438655 -0.00035928 -0.00066382
3.2 0.0371168 0.00365223 0.00410831 0.00409987 -0.00045608 -0.00044764
3.2 0.0374843 0.00373201 0.00439132 0.00425511 -0.00065931 -0.0005231
3.2 0.0378518 0.00353697 0.00427841 0.00418144 -0.00074144 -0.00064447
3.2 0.0382193 0.00442983 0.00500022 0.00490317 -0.00057039 -0.00047334
3.2 0.0385868 0.00420701 0.004498 0.00442995 -0.00029099 -0.00022294
3.2 0.0389543 0.00515417 0.00529873 0.00526621 -0.00014456 -0.00011204
3.2 0.0393218 0.00466474 0.0049472 0.00500663 -0.00028246 -0.00034189
3.2 0.0396893 0.0047202 0.00528677 0.00534803 -0.00056657 -0.00062783
3.2 0.0400568 0.00468416 0.00532405 0.00522481 -0.00063989 -0.00054065
3.2 0.0404243 0.00451489 0.00484424 0.00480824 -0.00032935 -0.00029335
3.2 0.0407918 0.00500375 0.0048523 0.00515027 0.00015145 -0.00014652
3.2 0.0411592 0.00433428 0.00413538 0.00442 0.0001989 -8.572e-05
3.2 0.0415267 0.00495035 0.00507214 0.00504954 -0.00012179 -9.919e-05
3.2 0.0418942 0.00447268 0.00472818 0.00451313 -0.0002555 -4.045e-05
3.2 0.0422617 0.00522487 0.00559696 0.00527724 -0.00037209 -5.237e-05
3.2 0.0426292 0.00504538 0.00567125 0.00538492 -0.00062587 -0.00033954
3.2 0.0429967 0.00503422 0.00570316 0.00552214 -0.00066894 -0.00048792
3.2 0.0433642 0.00569685 0.00607615 0.00604995 -0.0003793 -0.0003531
3.2 0.0437317 0.00532265 0.00542257 0.00560089 -9.992e-05 -0.00027824
3.2 0.0440992 0.00593971 0.00593231 0.00627885 7.4e-06 -0.00033914
3.2 0.0444667 0.005083 0.00532867 0.00571665 -0.00024567 -0.00063365
3.2 0.0448342 0.00567882 0.00643891 0.00664275 -0.00076009 -0.00096393
3.2 0.0452017 0.00539047 0.00641147 0.00628446 -0.001021 -0.00089399
3.2 0.0455692 0.00583673 0.00689647 0.00657093 -0.00105974 -0.0007342
3.2 0.0459367 0.00630308 0.00723322 0.00705027 -0.00093014 -0.00074719
3.2 0.0463042 0.00614572 0.00686389 0.00677885 -0.00071817 -0.00063313
3.2 0.0466716 0.00693857 0.00721958 0.00734751 -0.00028101 -0.00040894
3.2 0.0470391 0.0061387 0.00602086 0.00664581 0.00011784 -0.00050711
3.2 0.0474066 0.00673546 0.00699812 0.00749799 -0.00026266 -0.00076253
3.2 0.0477741 0.00610213 0.00698688 0.00678557 -0.00088475 -0.00068344
3.2 0.0481416 0.00672733 0.00796601 0.00716423 -0.00123868 -0.0004369
3.2 0.0485091 0.00682414 0.00812508 0.00723262 -0.00130094 -0.00040848
3.2 0.0488766 0.0067305 0.00769792 0.00732229 -0.00096742 -0.00059179
3.2 0.0492441 0.00736892 0.0078606 0.0079044 -0.00049168 -0.00053548
3.2 0.0496116 0.00672931 0.00689835 0.00706547 -0.00016904 -0.00033616
3.2 0.0499791 0.00779064 0.00759802 0.00790301 0.00019262 -0.00011237
3.2 0.0503466 0.0073373 0.00673546 0.00728461 0.00060184 5.269e-05
3.2 0.0507141 0.00818111 0.00748531 0.00829277 0.0006958 -0.00011166
3.2 0.0510816 0.00796215 0.0071615 0.00774178 0.00080065 0.00022037
3.2 0.0514491 0.00795978 0.00731635 0.00737991 0.00064343 0.00057987
3.2 0.0518165 0.00819718 0.0080664 0.00793848 0.00013078 0.0002587
3.2 0.052184 0.00783915 0.00787596 0.00753476 -3.681e-05 0.00030439
3.2 0.0525515 0.00898149 0.00887025 0.00823823 0.00011124 0.00074326
3.2 0.052919 0.00846792 0.00774873 0.00725788 0.00071919 0.00121004
3.2 0.0532865 0.00981482 0.0084505 0.0081745 0.00136432 0.00164032
3.2 0.053654 0.00947942 0.00814184 0.00788801 0.00133758 0.00159141
3.2 0.0540215 0.00996967 0.0089357 0.00891366 0.00103397 0.00105601
3.2 0.054389 0.00988739 0.00895356 0.00907491 0.00093383 0.00081248
3.2 0.0547565 0.00882256 0.00772016 0.00775908 0.0011024 0.00106348
3.2 0.055124 0.00923239 0.00774122 0.0080614 0.00149117 0.00117099
3.2 0.0554915 0.00852879 0.00674907 0.00737998 0.00177972 0.00114881
3.2 0.055859 0.00974658 0.00816326 0.008577 0.00158332 0.00116958
3.2 0.0562265 0.00904033 0.00789802 0.00792407 0.00114231 0.00111626
3.2 0.056594 0.00965735 0.00906981 0.00880659 0.00058754 0.00085076
3.2 0.0569615 0.0094819 0.00935474 0.00891188 0.00012716 0.00057002
3.2 0.0573289 0.0096404 0.00958674 0.00923287 5.366e-05 0.00040753
3.2 0.0576964 0.0105263 0.0106649 0.0104777 -0.0001386 4.86e-05
3.2 0.0580639 0.00974449 0.0101412 0.0101718 -0.00039671 -0.00042731
3.2 0.0584314 0.0107092 0.0109809 0.0116029 -0.0002717 -0.0008937
3.2 0.0587989 0.00966121 0.00974043 0.0106889 -7.922e-05 -0.00102769
3.2 0.0591664 0.010693 0.0108882 0.0112253 -0.0001952 -0.0005323
3.2 0.0595339 0.0105384 0.0112139 0.0106702 -0.0006755 -0.0001318
3.2 0.0599014 0.0109976 0.0120532 0.0112639 -0.0010556 -0.0002663
3.2 0.0602689 0.0115552 0.0124094 0.0118633 -0.0008542 -0.0003081
3.2 0.0606364 0.0110693 0.0115171 0.0112298 -0.0004478 -0.0001605
3.2 0.0610039 0.0123114 0.0124451 0.0123823 -0.0001337 -7.09e-05
3.2 0.0613714 0.0113428 0.011406 0.0114872 -6.32e-05 -0.0001444
3.2 0.0617389 0.0122335 0.0123511 0.0126782 -0.0001176 -0.0004447
3.2 0.0621064 0.0118094 0.0115652 0.0119559 0.0002442 -0.0001465
3.2 0.0624739 0.012786 0.0123307 0.0123587 0.0004553 0.0004273
3.2 0.0628413 0.0127513 0.0126169 0.0123535 0.0001344 0.0003978
3.2 0.0632088 0.0124122 0.0124876 0.0122572 -7.54e-05 0.000155
3.2 0.0635763 0.0132659 0.0133481 0.0135582 -8.22e-05 -0.0002923
3.2 0.0639438 0.0119353 0.012283 0.0127261 -0.0003477 -0.0007908
3.2 0.0643113 0.0127419 0.0134063 0.0136704 -0.0006644 -0.0009285
3.2 0.0646788 0.0116932 0.0121141 0.0123668 -0.0004209 -0.0006736
3.2 0.0650463 0.012819 0.0127061 0.0130791 0.0001129 -0.0002601
3.2 0.0654138 0.0126573 0.0120016 0.0122415 0.0006557 0.0004158
3.2 0.0657813 0.0129243 0.0119847 0.0116404 0.0009396 0.0012839
3.2 0.0661488 0.0138626 0.0131433 0.0125534 0.0007193 0.0013092
3.2 0.0665163 0.0131314 0.0128355 0.0124563 0.0002959 0.0006751
3.2 0.0668838 0.014196 0.0143557 0.0140583 -0.0001597 0.0001377
3.2 0.0672513 0.0130117 0.0132238 0.0130773 -0.0002121 -6.56e-05
3.2 0.0676188 0.0148471 0.014632 0.014609 0.0002151 0.0002381
3.2 0.0679863 0.0145992 0.0141973 0.0141304 0.0004019 0.0004688
3.2 0.0683537 0.0149411 0.0149817 0.0146128 -4.06e-05 0.0003283
3.2 0.0687212 0.0153791 0.015861 0.0152207 -0.0004819 0.0001584
3.2 0.0690887 0.014868 0.0149475 0.0146518 -7.95e-05 0.0002162
3.2 0.0694562 0.015925 0.0151736 0.0157126 0.0007514 0.0002124
3.2 0.0698237 0.0148156 0.0134985 0.0147037 0.0013171 0.0001119
3.2 0.0701912 0.0168142 0.0149986 0.0160466 0.0018156 0.0007676
3.2 0.0705587 0.0165235 0.0145523 0.0149805 0.0019712 0.001543
3.2 0.0709262 0.0175944 0.0162378 0.0164794 0.0013566 0.001115
3.2 0.0712937 0.0173081 0.0165723 0.0169877 0.0007358 0.0003204
3.2 0.0716612 0.0164897 0.0159061 0.0160338 0.0005836 0.0004559
3.2 0.0720287 0.0169447 0.0160648 0.0154746 0.0008799 0.0014701
3.2 0.0723962 0.0152901 0.0139749 0.012829 0.0013152 0.0024611
3.2 0.0727637 0.0157419 0.0144985 0.0133144 0.0012434 0.0024275
3.2 0.0731312 0.013669 0.0126544 0.012147 0.0010146 0.001522
3.2 0.0734987 0.0160351 0.015047 0.01516 0.0009881 0.0008751
3.2 0.0738661 0.018089 0.0175683 0.0178018 0.0005207 0.0002872
3.2 0.0742336 0.0189796 0.0193003 0.0195312 -0.0003207 -0.0005516
3.2 0.0746011 0.018806 0.0191121 0.0191891 -0.0003061 -0.0003831
3.2 0.0749686 0.0176399 0.0177767 0.0175391 -0.0001368 0.0001008
3.2 0.0753361 0.019219 0.0199143 0.0193852 -0.0006953 -0.0001662
3.2 0.0757036 0.0184566 0.018773 0.0185796 -0.0003164 -0.000123
3.2 0.0760711 0.0209138 0.0201628 0.0210219 0.000751 -0.0001081
3.2 0.0764386 0.0207016 0.0197786 0.0211059 0.000923 -0.0004043
3.2 0.0768061 0.0221149 0.0215413 0.0222457 0.0005736 -0.0001308
3.2 0.0771736 0.0226393 0.0222333 0.022254 0.000406 0.0003853
3.2 0.0775411 0.0214476 0.0209082 0.0210067 0.0005394 0.0004409
3.2 0.0779086 0.0221153 0.0216094 0.0221067 0.0005059 8.6e-06
3.2 0.0782761 0.0207026 0.0208424 0.0210897 -0.0001398 -0.0003871
3.2 0.0786436 0.0229783 0.0238537 0.023428 -0.0008754 -0.0004497
3.2 0.0790111 0.0222533 0.023526 0.0224702 -0.0012727 -0.0002169
3.2 0.0793785 0.0238648 0.0250177 0.023618 -0.0011529 0.0002468
3.2 0.079746 0.0245853 0.0251483 0.0243276 -0.000563 0.0002577
3.2 0.0801135 0.0250881 0.0259296 0.0259319 -0.0008415 -0.0008438
3.2 0.080481 0.0263384 0.0280061 0.0281536 -0.0016677 -0.0018152
3.2 0.0808485 0.0258075 0.0271352 0.0270221 -0.0013277 -0.0012146
3.2 0.081216 0.0288642 0.0288564 0.0287239 7.8e-06 0.0001403
3.2 0.0815835 0.0291511 0.0278662 0.0281398 0.0012849 0.0010113
3.2 0.081951 0.0326846 0.0313191 0.0319055 0.0013655 0.0007791
3.2 0.0823185 0.0347681 0.0340372 0.0346087 0.0007309 0.0001594
3.2 0.082686 0.0404151 0.0396751 0.0400206 0.00074 0.0003945
3.2 0.0830535 0.0489447 0.0480609 0.0484714 0.0008838 0.0004733
3.2 0.083421 0.0574307 0.0571134 0.0577366 0.0003173 -0.0003059
3.2 0.0837885 0.0645485 0.0646881 0.0653878 -0.0001396 -0.0008393
3.2 0.084156 0.0585475 0.0585056 0.0592526 4.19e-05 -0.0007051
3.2 0.0845234 0.0510578 0.0513122 0.0511864 -0.0002544 -0.0001286
3.2 0.0848909 0.0423508 0.0431957 0.0420354 -0.0008449 0.0003154
3.2 0.0852584 0.0381427 0.0391939 0.0380522 -0.0010512 9.05e-05
3.2 0.0856259 0.0349712 0.0362307 0.035314 -0.0012595 -0.0003428
3.2 0.0859934 0.0321579 0.0336041 0.0327108 -0.0014462 -0.0005529
3.2 0.0863609 0.0318576 0.0331776 0.0327241 -0.00132 -0.0008665
3.2 0.0867284 0.029167 0.029851 0.0306616 -0.000684 -0.0014946
3.2 0.0870959 0.0307165 0.030846 0.0322813 -0.0001295 -0.0015648
3.2 0.0874634 0.0289987 0.0292898 0.0294301 -0.0002911 -0.0004314
3.2 0.0878309 0.0305618 0.0308555 0.0295925 -0.0002937 0.0009693
3.2 0.0881984 0.0309041 0.0302963 0.0293647 0.0006078 0.0015394
3.2 0.0885659 0.0313896 0.0302346 0.0304873 0.001155 0.0009023
3.2 0.0889334 0.0322054 0.0320088 0.032723 0.0001966 -0.0005176
3.2 0.0893009 0.0303002 0.0317298 0.0324804 -0.0014296 -0.0021802
3.2 0.0896684 0.0319428 0.0339464 0.0349405 -0.0020036 -0.0029977
3.2 0.0900358 0.0305095 0.0316267 0.0322175 -0.0011172 -0.001708
3.2 0.0904033 0.0331803 0.0330956 0.0329133 8.47e-05 0.000267
3.2 0.0907708 0.03283 0.0316756 0.0318574 0.0011544 0.0009726
3.2 0.0911383 0.0335599 0.0321915 0.0329587 0.0013684 0.0006012
3.2 0.0915058 0.0338782 0.0335213 0.0339404 0.0003569 -6.22e-05
3.2 0.0918733 0.0328729 0.0337409 0.0336614 -0.000868 -0.0007885
3.2 0.0922408 0.034549 0.0367356 0.0358016 -0.0021866 -0.0012526
3.2 0.0926083 0.0322859 0.0353551 0.0332477 -0.0030692 -0.0009618
3.2 0.0929758 0.034463 0.037008 0.0348427 -0.002545 -0.0003797
3.2 0.0933433 0.0331788 0.034488 0.0335011 -0.0013092 -0.0003223
3.2 0.0937108 0.0345999 0.0352495 0.0354849 -0.0006496 -0.000885
3.2 0.0940783 0.03478 0.0353691 0.0361213 -0.0005891 -0.0013413
3.2 0.0944458 0.0346123 0.0351587 0.0359429 -0.0005464 -0.0013306
3.2 0.0948133 0.0365812 0.0366469 0.0375322 -6.57e-05 -0.000951
3.2 0.0951808 0.0356523 0.034764 0.0359641 0.0008883 -0.0003118
3.2 0.0955482 0.0385773 0.0371782 0.0382188 0.0013991 0.0003585
3.2 0.0959157 0.0367322 0.0354568 0.0358824 0.0012754 0.0008498
3.2 0.0962832 0.0382991 0.0376184 0.038199 0.0006807 0.0001001
3.2 0.0966507 0.0373996 0.0375053 0.037962 -0.0001057 -0.0005624
3.2 0.0970182 0.0383249 0.0384537 0.0376151 -0.0001288 0.0007098
3.2 0.0973857 0.0399842 0.0397069 0.0386194 0.0002773 0.0013648
3.2 0.0977532 0.0384903 0.038012 0.0379095 0.0004783 0.0005808
3.2 0.0981207 0.0410665 0.0405011 0.0408214 0.0005654 0.0002451
3.2 0.0984882 0.039301 0.038993 0.0389677 0.000308 0.0003333
3.2 0.0988557 0.0417322 0.0418563 0.041384 -0.0001241 0.0003482
3.2 0.0992232 0.0405576 0.0407354 0.0398841 -0.0001778 0.0006735
3.2 0.0995907 0.0418255 0.0417121 0.0400438 0.0001134 0.0017817
3.2 0.0999582 0.0422406 0.0422912 0.0401898 -5.06e-05 0.0020508
3.2 0.100326 0.0408659 0.0412473 0.0407387 -0.0003814 0.0001272
3.2 0.100693 0.0429683 0.042168 0.0440892 0.0008003 -0.0011209
3.2 0.101061 0.0412086 0.0390597 0.0416263 0.0021489 -0.0004177
3.2 0.101428 0.0438487 0.042193 0.0438556 0.0016557 -6.9e-06
3.2 0.101796 0.0425987 0.0421711 0.0428691 0.0004276 -0.0002704
3.2 0.102163 0.0453278 0.0461501 0.0462781 -0.0008223 -0.0009503
3.2 0.102531 0.0450905 0.046776 0.0462121 -0.0016855 -0.0011216
3.2 0.102898 0.0450817 0.0467001 0.045215 -0.0016184 -0.0001333
3.2 0.103266 0.0475043 0.0483507 0.0476265 -0.0008464 -0.0001222
3.2 0.103633 0.0459233 0.0461887 0.0469547 -0.0002654 -0.0010314
3.2 0.104001 0.0482412 0.0489993 0.0495331 -0.0007581 -0.0012919
3.2 0.104368 0.0450122 0.0467386 0.0464798 -0.0017264 -0.0014676
3.2 0.104736 0.0473186 0.0495797 0.0494176 -0.0022611 -0.002099
3.2 0.105103 0.0471386 0.0497423 0.0503282 -0.0026037 -0.0031896
3.2 0.105471 0.0483269 0.051518 0.0519849 -0.0031911 -0.003658
3.2 0.105838 0.0501437 0.052618 0.0521774 -0.0024743 -0.0020337
3.2 0.106206 0.0502063 0.0509886 0.0500456 -0.0007823 0.0001607
3.2 0.106573 0.0539686 0.0541087 0.0528571 -0.0001401 0.0011115
3.2 0.106941 0.0516955 0.0516628 0.0500676 3.27e-05 0.0016279
3.2 0.107308 0.0541409 0.0544071 0.0529331 -0.0002662 0.0012078
3.2 0.107676 0.0516799 0.0521441 0.0521463 -0.0004642 -0.0004664
3.2 0.108043 0.0531326 0.0535132 0.0547257 -0.0003806 -0.0015931
3.2 0.108411 0.0535158 0.0542788 0.0557553 -0.000763 -0.0022395
3.2 0.108778 0.0529767 0.0530455 0.055284 -6.88e-05 -0.0023073
3.2 0.109145 0.0563808 0.0547329 0.0571907 0.0016479 -0.0008099
3.2 0.109513 0.0553275 0.0524415 0.0539458 0.002886 0.0013817
3.2 0.10988 0.0593787 0.056558 0.0565262 0.0028207 0.0028525
3.2 0.110248 0.0567881 0.0552307 0.0541045 0.0015574 0.0026836
3.2 0.110615 0.0590687 0.0582575 0.0569866 0.0008112 0.0020821
3.2 0.110983 0.0593428 0.0582467 0.0569782 0.0010961 0.0023646
3.2 0.11135 0.0597039 0.0591442 0.0578364 0.0005597 0.0018675
3.2 0.111718 0.0610113 0.0618717 0.0605612 -0.0008604 0.0004501
3.2 0.112085 0.0587907 0.0597449 0.0588823 -0.0009542 -9.16e-05
3.2 0.112453 0.0623417 0.0626831 0.0626217 -0.0003414 -0.00028
3.2 0.11282 0.0602859 0.0607409 0.0607238 -0.000455 -0.0004379
3.2 0.113188 0.0641764 0.064821 0.0645167 -0.0006446 -0.0003403
3.2 0.113555 0.0626558 0.0638509 0.0642916 -0.0011951 -0.0016358
3.2 0.113923 0.0633971 0.0652254 0.0661261 -0.0018283 -0.002729
3.2 0.11429 0.0645583 0.065868 0.0662056 -0.0013097 -0.0016473
3.2 0.114658 0.0635081 0.064411 0.065153 -0.0009029 -0.0016449
3.2 0.115025 0.0672339 0.068299 0.0701651 -0.0010651 -0.0029312
3.2 0.115393 0.0649293 0.065807 0.0681498 -0.0008777 -0.0032205
3.2 0.11576 0.0689981 0.0702003 0.0718284 -0.0012022 -0.0028303
3.2 0.116128 0.0672387 0.0687743 0.0685804 -0.0015356 -0.0013417
3.2 0.116495 0.0696586 0.0709397 0.0690589 -0.0012811 0.0005997
3.2 0.116863 0.069698 0.0713224 0.0686022 -0.0016244 0.0010958
3.2 0.11723 0.0694313 0.0715671 0.0685771 -0.0021358 0.0008542
3.2 0.117598 0.0727564 0.0743436 0.0722235 -0.0015872 0.0005329
3.2 0.117965 0.0708285 0.0712093 0.0716208 -0.0003808 -0.0007923
3.2 0.118333 0.0757885 0.075436 0.0773494 0.0003525 -0.0015609
3.2 0.1187 0.073259 0.07315 0.0746564 0.000109 -0.0013974
3.2 0.119068 0.0761274 0.0765152 0.0774385 -0.0003878 -0.0013111
3.2 0.119435 0.0748247 0.0745939 0.0746682 0.0002308 0.0001565
3.2 0.119803 0.0743073 0.0728728 0.0727586 0.0014345 0.0015487
3.2 0.12017 0.0773299 0.0749217 0.0748745 0.0024082 0.0024554
3.2 0.120538 0.0790146 0.0764929 0.0762344 0.0025217 0.0027802
3.2 0.120905 0.0842268 0.0836249 0.0840523 0.0006019 0.0001745
3.2 0.121273 0.079945 0.0813056 0.0817553 -0.0013606 -0.0018103
3.2 0.12164 0.0842087 0.085904 0.0858941 -0.0016953 -0.0016854
3.2 0.122008 0.0827981 0.0845297 0.0848921 -0.0017316 -0.002094
3.2 0.122375 0.0844346 0.0865503 0.0869495 -0.0021157 -0.0025149
3.2 0.122743 0.0849066 0.0874861 0.0873798 -0.0025795 -0.0024732
3.2 0.12311 0.0836777 0.0858197 0.0852842 -0.002142 -0.0016065
3.2 0.123478 0.0887547 0.0891101 0.0886843 -0.0003554 7.04e-05
3.2 0.123845 0.0870714 0.0859668 0.0853901 0.0011046 0.0016813
3.2 0.124213 0.0928363 0.0917685 0.0905457 0.0010678 0.0022906
3.2 0.12458 0.0904811 0.0903188 0.0894472 0.0001623 0.0010339
3.2 0.124948 0.093663 0.0937949 0.0938925 -0.0001319 -0.0002295
3.2 0.125315 0.0944352 0.0932622 0.094018 0.001173 0.0004172
3.2 0.125683 0.0955431 0.0930262 0.0938032 0.0025169 0.0017399
3.2 0.12605 0.0993228 0.0963727 0.0969926 0.0029501 0.0023302
3.2 0.126418 0.0960444 0.0936111 0.0944161 0.0024333 0.0016283
3.2 0.126785 0.0998698 0.0993403 0.0993736 0.0005295 0.0004962
3.2 0.127153 0.0965057 0.0964963 0.0951445 9.4e-06 0.0013612
3.2 0.12752 0.102237 0.0998075 0.0988359 0.0024295 0.0034011
3.2 0.127888 0.101876 0.096879 0.0980105 0.004997 0.0038655
3.2 0.128255 0.103487 0.0974753 0.099441 0.0060117 0.004046
3.2 0.128623 0.105977 0.100333 0.1014 0.005644 0.004577
3.2 0.12899 0.103403 0.0998925 0.100323 0.0035105 0.00308
3.2 0.129358 0.107944 0.107267 0.107 0.000677 0.000944
3.2 0.129725 0.104254 0.105329 0.104159 -0.001075 9.5e-05
3.2 0.130093 0.109374 0.111318 0.109504 -0.001944 -0.00013
3.2 0.13046 0.108717 0.109772 0.108028 -0.001055 0.000689
3.2 0.130828 0.113908 0.112677 0.112321 0.001231 0.001587
3.2 0.131195 0.115165 0.113903 0.114257 0.001262 0.000908
3.2 0.131563 0.114216 0.115119 0.114432 -0.000903 -0.000216
3.2 0.13193 0.119055 0.120583 0.119458 -0.001528 -0.000403
3.2 0.132298 0.11579 0.116171 0.11618 -0.000381 -0.00039
3.2 0.132665 0.12263 0.121446 0.122639 0.001184 -9e-06
3.2 0.133033 0.120393 0.117503 0.11929 0.00289 0.001103
3.2 0.1334 0.125525 0.122361 0.124026 0.003164 0.001499
3.2 0.133768 0.126126 0.123817 0.124581 0.002309 0.001545
3.2 0.134135 0.128921 0.12691 0.127992 0.002011 0.000929
3.2 0.134503 0.13517 0.132176 0.135004 0.002994 0.000166
3.2 0.13487 0.134407 0.130449 0.132597 0.003958 0.00181
3.2 0.135238 0.14193 0.13989 0.138663 0.00204 0.003267
3.2 0.135605 0.137611 0.139186 0.135841 -0.001575 0.00177
3.2 0.135973 0.141549 0.145514 0.142176 -0.003965 -0.000627
3.2 0.13634 0.13758 0.142509 0.139417 -0.004929 -0.001837
3.2 0.136707 0.140318 0.145264 0.141964 -0.004946 -0.001646
3.2 0.137075 0.144461 0.147734 0.145392 -0.003273 -0.000931
3.2 0.137442 0.143362 0.143435 0.143995 -7.3e-05 -0.000633
3.2 0.13781 0.150142 0.147932 0.151162 0.00221 -0.00102
3.2 0.138177 0.146291 0.144862 0.148207 0.001429 -0.001916
3.2 0.138545 0.153895 0.15398 0.156115 -8.5e-05 -0.00222
3.2 0.138912 0.152235 0.152084 0.154476 0.000151 -0.002241
3.2 0.13928 0.157174 0.158436 0.160788 -0.001262 -0.003614
3.2 0.139647 0.157935 0.161199 0.16179 -0.003264 -0.003855
3.2 0.140015 0.157743 0.161116 0.159948 -0.003373 -0.002205
3.2 0.140382 0.163028 0.167478 0.165463 -0.00445 -0.002435
3.2 0.14075 0.159816 0.16456 0.163769 -0.004744 -0.003953
3.2 0.141117 0.16952 0.172385 0.173277 -0.002865 -0.003757
3.2 0.141485 0.166133 0.169307 0.168938 -0.003174 -0.002805
3.2 0.141852 0.172233 0.178039 0.174954 -0.005806 -0.002721
3.2 0.14222 0.172022 0.177604 0.174789 -0.005582 -0.002767
3.2 0.142587 0.17525 0.178815 0.178582 -0.003565 -0.003332
3.2 0.142955 0.181871 0.184508 0.185639 -0.002637 -0.003768
3.2 0.143322 0.18228 0.183958 0.184848 -0.001678 -0.002568
3.2 0.14369 0.194261 0.195742 0.195391 -0.001481 -0.00113
3.2 0.144057 0.193703 0.194376 0.193709 -0.000673 -6e-06
3.2 0.144425 0.206665 0.205149 0.20529 0.001516 0.001375
3.2 0.144792 0.208883 0.205731 0.206474 0.003152 0.002409
3.2 0.14516 0.216093 0.212736 0.214464 0.003357 0.001629
3.2 0.145527 0.219317 0.217791 0.219525 0.001526 -0.000208
3.2 0.145895 0.218395 0.219394 0.219847 -0.000999 -0.001452
3.2 0.146262 0.227614 0.229616 0.229821 -0.002002 -0.002207
3.2 0.14663 0.223847 0.225251 0.226589 -0.001404 -0.002742
3.2 0.146997 0.235295 0.237316 0.23883 -0.002021 -0.003535
3.2 0.147365 0.233196 0.23682 0.236282 -0.003624 -0.003086
3.2 0.147732 0.241294 0.245055 0.243111 -0.003761 -0.001817
3.2 0.1481 0.243602 0.246358 0.245087 -0.002756 -0.001485
3.2 0.148467 0.246509 0.248438 0.247191 -0.001929 -0.000682
3.2 0.148835 0.255504 0.257944 0.25581 -0.00244 -0.000306
3.2 0.149202 0.253211 0.255426 0.253733 -0.002215 -0.000522
3.2 0.14957 0.267148 0.266423 0.266278 0.000725 0.00087
3.2 0.149937 0.265099 0.262142 0.262783 0.002957 0.002316
3.2 0.150305 0.276187 0.273893 0.273665 0.002294 0.002522
3.2 0.150672 0.277327 0.275 0.274198 0.002327 0.003129
3.2 0.15104 0.284759 0.281143 0.281221 0.003616 0.003538
3.2 0.151407 0.294034 0.289984 0.291402 0.00405 0.002632
3.2 0.151775 0.294016 0.29038 0.2931 0.003636 0.000916
3.2 0.152142 0.30674 0.304915 0.307834 0.001825 -0.001094
3.2 0.15251 0.303617 0.304001 0.306296 -0.000384 -0.002679
3.2 0.152877 0.319045 0.321046 0.321937 -0.002001 -0.002892
3.2 0.153245 0.319575 0.319916 0.319822 -0.000341 -0.000247
3.2 0.153612 0.331297 0.328024 0.329032 0.003273 0.002265
3.2 0.15398 0.33919 0.336803 0.33685 0.002387 0.00234
3.2 0.154347 0.343391 0.343656 0.340128 -0.000265 0.003263
3.2 0.154715 0.358099 0.359431 0.355055 -0.001332 0.003044
3.2 0.155082 0.35608 0.358075 0.355301 -0.001995 0.000779
3.2 0.15545 0.374645 0.376257 0.373472 -0.001612 0.001173
3.2 0.155817 0.374818 0.374251 0.371438 0.000567 0.00338
3.2 0.156185 0.39215 0.387839 0.387336 0.004311 0.004814
3.2 0.156552 0.400624 0.394069 0.395893 0.006555 0.004731
3.2 0.15692 0.410394 0.405877 0.409345 0.004517 0.001049
3.2 0.157287 0.426043 0.4258 0.430042 0.000243 -0.003999
3.2 0.157655 0.429146 0.430996 0.435135 -0.00185 -0.005989
3.2 0.158022 0.453512 0.455156 0.458262 -0.001644 -0.00475
3.2 0.15839 0.45607 0.457987 0.458019 -0.001917 -0.001949
3.2 0.158757 0.478381 0.48064 0.479029 -0.002259 -0.000648
3.2 0.159125 0.483962 0.48577 0.485541 -0.001808 -0.001579
3.2 0.159492 0.500895 0.502002 0.501887 -0.001107 -0.000992
3.2 0.15986 0.52094 0.520626 0.518663 0.000314 0.002277
3.2 0.160227 0.532447 0.531058 0.528607 0.001389 0.00384
3.2 0.160595 0.560628 0.55963 0.558383 0.000998 0.002245
3.2 0.160962 0.566655 0.56623 0.565527 0.000425 0.001128
3.2 0.16133 0.599313 0.600236 0.59821 -0.000923 0.001103
3.2 0.161697 0.611583 0.613487 0.610453 -0.001904 0.00113
3.2 0.162065 0.642322 0.642892 0.642376 -0.00057 -5.4e-05
3.2 0.162432 0.666176 0.665759 0.667487 0.000417 -0.001311
3.2 0.1628 0.690611 0.691069 0.691348 -0.000458 -0.000737
3.2 0.163167 0.731482 0.730757 0.731665 0.000725 -0.000183
3.2 0.163535 0.7572 0.751447 0.755853 0.005753 0.001347
3.2 0.163902 0.814103 0.805429 0.810477 0.008674 0.003626
3.2 0.164269 0.845181 0.838118 0.840464 0.007063 0.004717
3.2 0.164637 0.908519 0.904382 0.903114 0.004137 0.005405
3.2 0.165004 0.966359 0.964543 0.961241 0.001816 0.005118
3.2 0.165372 1.04471 1.04438 1.04152 0.00033 0.00319
3.2 0.165739 1.14714 1.14711 1.1452 3e-05 0.00194
3.2 0.166107 1.26267 1.25957 1.25891 0.0031 0.00376
